CODI_DISTRICTE,DISTRICTE,ANY_DATA_TANCAMENT,DETALL,BARRI,FITXA_ID,LATITUD,AREA,COORDENADA_Y,COORDENADA_X,LONGITUD,DIA_DATA_ALTA,CANALS_RESPOSTA,NUMERO,ELEMENT,SECCIO_CENSAL,MES_DATA_TANCAMENT,TIPUS_VIA,ANY_DATA_ALTA,MES_DATA_ALTA,SUPORT,CARRER,CODI_BARRI,_id,TIPUS,DIA_DATA_TANCAMENT
10,Sant Martí,2020,Alarmes,el Poblenou,6001,41.39536,Prevenció i seguretat,4582955,433115,2.19993,13,EMAIL,24,Molèsties soroll a la via pública,56,1,Carrer,2019,12,TELÈFON,Badajoz,68,1,QUEIXA,1
10,Sant Martí,2020,Bicicletes disciplina viària,el Camp de l'Arpa del Clot,6002,41.40959,Mobilitat,4584551,431402,2.17925,16,NO VOL RESPOSTA,500,Bicicletes,12,1,Carrer,2019,12,ALTRES SUPORTS,Rossello,64,2,QUEIXA,1
10,Sant Martí,2020,Vehicles motor disciplina viària,Sant Martí de Provençals,15001,41.41671,Mobilitat,4585331,432635,2.19391,24,EMAIL,257,Vehicles a motor,113,1,Carrer,2019,12,WEB,Fluvia,72,3,QUEIXA,1
1,Ciutat Vella,2020,Manteniment xarxa privada,el Raval,21056,41.37832,Manteniment de l'espai urbà,4581089,430444,2.16819,28,EMAIL,17,Xarxa elèctrica / comunicacions privada,8,1,Carrer,2019,12,MÒBIL,Riereta,1,4,INCIDENCIA,1
,,2020,Portal de tràmits,,21007,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,5,CONSULTA,1
,,2020,Carpeta ciutadà,,21002,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,6,CONSULTA,1
,,2020,Informació sobre la recollida de mobles,,21029,,Medi ambient,,,,30,EMAIL,,Neteja,,1,,2019,12,WEB,,,7,CONSULTA,1
,,2020,Carpeta ciutadà,,21004,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,8,CONSULTA,1
,,2020,Portal de tràmits,,21010,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,9,CONSULTA,1
,,2020,Ajuts lloguer i borsa habitatge de lloguer,,21028,,Habitatge,,,,30,EMAIL,,Informació,,1,,2019,12,WEB,,,10,CONSULTA,1
,,2020,Carpeta ciutadà,,21009,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,11,CONSULTA,1
,,2020,Carpeta ciutadà,,21006,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,12,CONSULTA,1
,,2020,Carpeta ciutadà,,21005,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,13,CONSULTA,1
,,2020,Carpeta ciutadà,,21011,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,14,CONSULTA,1
,,2020,Portal de tràmits,,21003,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,15,CONSULTA,1
,,2020,Carpeta ciutadà,,21008,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,16,CONSULTA,1
,,2020,Oferta pública,,21001,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,17,CONSULTA,1
,,2020,Portal de tràmits,,21012,,Portal de tràmits,,,,30,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,18,CONSULTA,1
,,2020,Portal de tràmits,,21023,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,19,CONSULTA,1
,,2020,Oficina Virtual de Tràmits,,21013,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,20,CONSULTA,1
,,2020,Portal de tràmits,,21030,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,21,CONSULTA,1
,,2020,Portal de tràmits,,21022,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,22,CONSULTA,1
,,2020,Certificats urbanístics,,21016,,Urbanisme,,,,31,EMAIL,,Qualificació urbanística,,1,,2019,12,WEB,,,23,CONSULTA,1
,,2020,Portal de tràmits,,21020,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,24,CONSULTA,1
,,2020,Carpeta ciutadà,,21015,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,25,CONSULTA,1
,,2020,Portal de tràmits,,21018,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,26,CONSULTA,1
,,2020,Normativa i preu,,21031,,Transports públics,,,,31,EMAIL,,Títols transports,,1,,2019,12,TELÈFON,,,27,QUEIXA,1
,,2020,Portal de tràmits,,21014,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,28,CONSULTA,1
,,2020,Portal de tràmits,,21021,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,29,CONSULTA,1
,,2020,Portal de tràmits,,21017,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,30,CONSULTA,1
,,2020,Portal de tràmits,,21024,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,31,CONSULTA,1
,,2020,Targeta de resident de l'àrea verda,,21026,,Portal de tràmits,,,,31,EMAIL,,Habitatge  negocis  professionals i vehicles,,1,,2019,12,WEB,,,32,CONSULTA,1
,,2020,Carpeta ciutadà,,21025,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,33,CONSULTA,1
,,2020,Afectacions al trànsit,,21019,,Mobilitat,,,,31,EMAIL,,Vehicle privat (cotxe  moto),,1,,2019,12,WEB,,,34,CONSULTA,1
,,2020,Portal de tràmits,,21046,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,35,CONSULTA,1
,,2020,Cèdula d'habitabilitat,,21045,,Habitatge,,,,31,EMAIL,,Informació,,1,,2019,12,WEB,,,36,CONSULTA,1
,,2020,Rec. animals morts en espais privats,,21038,,Gestions municipals,,,,31,IMMEDIATA,,Recollida i neteja de l'espai urbà,,1,,2019,12,TELÈFON,,,37,PETICIO DE SERVEI,1
,,2020,Portal de tràmits,,21042,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,38,CONSULTA,1
7,Horta-Guinardó,2020,Manteniment xarxa privada,Horta,21055,41.43078,Manteniment de l'espai urbà,4586918,429925,2.1613,31,NO VOL RESPOSTA,41,Xarxa elèctrica / comunicacions privada,117,1,Carrer,2019,12,TELÈFON,Horta,43,39,INCIDENCIA,1
,,2020,Portal de tràmits,,21044,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,40,CONSULTA,1
,,2020,Carpeta ciutadà,,21043,,Portal de tràmits,,,,31,EMAIL,,Relacions amb l'Ajuntament,,1,,2019,12,WEB,,,41,CONSULTA,1
4,Les Corts,2020,Objectes a netejar / retirar,les Corts,21040,41.38546,Recollida i neteja de l'espai urbà,4581905,428076,2.13978,1,SMS,73,Neteja carrers i/o places,15,1,Carrer,2020,1,MÒBIL,Marques de Sentmenat,19,42,INCIDENCIA,1
8,Nou Barris,2020,Objectes a netejar / retirar,la Prosperitat,21048,41.44528,Recollida i neteja de l'espai urbà,4588509,431964,2.18552,1,EMAIL,1,Neteja carrers i/o places,97,1,Plaça,2020,1,MÒBIL,Nou Barris,52,43,INCIDENCIA,1
3,Sants-Montjuïc,2020,Contenidors paper / plàstic / vidre,el Poble-sec,21049,41.37426,Recollida i neteja de l'espai urbà,4580645,429616,2.15834,1,SMS,9,Recollida brossa neta,1,1,Carrer,2020,1,MÒBIL,Ricart,11,44,INCIDENCIA,1
,,2020,Rec. animals morts en espais privats,,21039,,Gestions municipals,,,,1,IMMEDIATA,,Recollida i neteja de l'espai urbà,,1,,2020,1,TELÈFON,,,45,PETICIO DE SERVEI,1
10,Sant Martí,2020,Objectes a netejar / retirar,Diagonal Mar i el Front Marítim del Poblenou,21047,41.40182,Recollida i neteja de l'espai urbà,4583664,434068,2.21125,1,EMAIL,1,Neteja carrers i/o places,78,1,Carrer,2020,1,MÒBIL,Bac de Roda,69,46,INCIDENCIA,1
3,Sants-Montjuïc,2020,Ascensor urbà incidències,Sants,21051,41.37133,Manteniment de l'espai urbà,4580342,427438,2.13233,1,NO VOL RESPOSTA,116,Ascensors urbans,98,1,Rambla,2020,1,TELÈFON,Badal,18,47,INCIDENCIA,1
2,Eixample,2020,Fuita aigua neta de companyia o particular,la Sagrada Família,21053,41.40585,Manteniment de l'espai urbà,4584137,431370,2.17892,1,NO VOL RESPOSTA,472,Fuites d'aigua neta,28,1,Carrer,2020,1,TELÈFON,Mallorca,6,48,INCIDENCIA,1
3,Sants-Montjuïc,2020,Contenidors paper / plàstic / vidre,Hostafrancs,21050,41.37497,Recollida i neteja de l'espai urbà,4580733,428762,2.14812,1,EMAIL,5,Recollida brossa neta,53,1,Plaça,2020,1,MÒBIL,Espanya,15,49,INCIDENCIA,1
,,2020,Estat de la meva sol·licitud,,11,,Transports públics,,,,25,NO VOL RESPOSTA,,Targeta T16,,1,,2019,9,TELÈFON,,,61,INCIDENCIA,2
